alcohol_no,name,type,rep_ingredients,ingredients,alcohol,size,prize,etc,tags,desc,food,brewery,brewery_address,brewery_page,brewery_tel,sweet,sour,scent,body
526,미르 54,증류주,쌀,"쌀, 정제수",54,375,2018 대한민국 우리술품평회 대통령상,2017 찾아가는 양조장,파티|선물|칵테일|집들이,"효소제나 효모제 없이 직접 띠운 밀 누룩의 힘으로만 발효하고 고문헌에 기록된 우리 최초의 소주 제조법을 지켜 만드는 전통 증류소주입니다. 25%, 40%, 54%의 3가지 도수로 출시되고 있으며, 향은 세고 강하지만 미세한 단맛이 높은 도수에도 부드러운 목 넘김을 선사합니다.","중화요리, 김치찌개, 삼겹살",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://www.sulseam.com,070-4218-5225,1,0,4,5
527,원조소곡주,"약주, 청주",쌀,"찹쌀, 누룩",16,720,2018 대한민국 우리술품평회 약청주 우수상,,선물,"우리나라에서 가장 오래된 술 중 하나인 한산 소곡주는 1500년 백제 황실의 전통을 간직한 술이며, 찹쌀과 누룩을 주원료로 100일간 발효하여 빚어집니다. 유구한 잠에서 깨어난 1500년 역사의 백제 명주로 입 안에서 은은한 향기가 퍼지는 신비로운 맛이며 술 맛이 달달하여 부담 없이 즐길 수 있습니다.",,원조소곡주,충남 서천군 한산면 한마로 34,http://xn--399aq98a4sa14uq6p.com/,010-2675-0045,3,2,3,4
528,월매 쌀막걸리(캔),탁주,쌀,"백미, 말토올리고당, 정제수",6,350,2017년 대한민국 우리술품평회 살균막걸리 부문 우수상,,소용량,월매쌀막걸리는 탄산과 막걸리의 절묘한 만남으로 탄생한 신세대 맞춤용 막걸리이다. 저온에서 완전숙성시킨 후 첨단 설비로 살균처리하고 천연탄산을 첨가했다. 신선하게 톡 쏘는 맛과 상큼한 맛이 일품이며 뒷맛이 개운하고 트림과 숙취가 없다. 캔 포장이라 휴대가 간편하고 장기 보존이 가능한 현대적인 막걸리이다.,"백색의 살균 캔 막걸리로 신선한 발효 향이 은은하게 올라오고 단맛과 신맛, 쓴맛 등 전체적으로 오미의 조화가 잘 갖춰져 있는 막걸리다. 일반적인 막걸리 알코올 도수로 자극적이지 않고 편하게 즐길 수 있으며, 입 안의 느낌과 목 넘김이 가볍고 산뜻하다. 파전과 잘 어울린다.",서울장수㈜,충청북도 진천군 광혜원면 죽현길141,http://www.koreawine.co.kr,080-777-7611,3,4,4,2
529,위(we) 레드와인 (2018),과실주,포도,포도,12,750,,,,씨엘 위 레드 와인 2018은 오크향이 베인 나무향과 붉은 과일 맛의 균형감이 좋은 와인입니다.,고기류,위 와이너리,경상북도 영천시 금호옵 금호로 386-21,https://smartstore.naver.com/8510770,1090000000,2,3,4,2
530,유기농 이도 32,증류주,쌀,"물, 증류원액",32,375,,,,친환경 유기농 쌀로 빚은 술로 젊은 세종대왕 이도가 32년간 재위함을 기린 전통 소주이다. 최초의 유기가공인증 증류주로 말걸리형 전통주이며 끝 맛이 부드럽다.,"복지리탕, 우수육, 어복쟁반",조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,043-218-7689,1,0,4,4
531,유기농 이도 42,증류주,쌀,"쌀, 정제수, 증류원액, 국, 조제종국, 효모",42,"375, 750",2016 대한민국 우리술품평회 증류주 부문 대상,,선물,"입안으로 날카롭게 파고드는 42도의 높은 도수에 놀라기도 전에 뿜어내는 미묘한 향과 지날수록 부드러운 목 넘김에 마실 때마다 새로운 느낌이 드는 ""이도 42"", 국내 유일의 유기가공 증류식 소주로 고급스럽게 녹아있는 우리의 전통을 그대로 느낄 수 있습니다. 친환경 유기농인증 쌀로 오랜 기간 숙성시킨 뒤 감압 증류로 저온에서 증류해 쌀의 누룩 한 맛을 잡아내었으며 고급스러운 포장까지 더해져 선물용으로 좋습니다.",쌀을 발효시켜 증류해 매우 깔끔하지만 알코올 향과 혀를 자극시키는 맛이 강합니다. 이도 한잔에 시원한 복지리탕이 생각납니다.,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,043-218-7689,1,1,4,5
532,유기농이도 14,"약주, 청주",쌀,"물, 쌀, 국, 누룩",14,750,2019 대한민국 우리술품평회 약청주 최우수상,,선물|홈술|혼술,위생적이고 과학적인 제조 공법을 사용하여 우리술품질인증을 받은 술로 유기농 햅쌀의 원료에서 오는 건강하고 부드러우면서 풍부한 자연의 향이 담긴 약주입니다.,,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,043-218-7689,3,3,1,3
533,유자향주,탁주,유자,"쌀, 유자, 아스파탐",6,750,,,,"청정영농조합의 ‘유자향주’는 전국 유자 생산량의 35% 이상을 차지하고 있는 고흥군의 대표 특산주. 낙지, 굴, 매생이 등 고흥 대표음식인 9미 중 8미에 속한다. 유자청을 3년간 발효시켜 감초와 당귀 등 5종의 한약재를 넣고 20여 일간 숙성해 달콤한 맛이 특징이다. 젊은 여성층 에게 큰 인기를 얻고 있다.",회나 파전 등 대중적인 안주와 잘 어울린다.,청정영농조합법인,전남 고흥군 풍양면 죽시장터길 45,https://smartstore.naver.com/citronmakgeolli,061-832-2211,4,3,2,3
534,육십일도,증류주,옥수수,"쌀, 효모, 젖산, 옥분, 억새어린순, 지초뿌리, 정제수",61,250,,,기념일,환갑을 축하하는 의미를 가지고 있는 두 번 증류한 증류주이다.,육류 및 생선회,술빚는전가네,경기도 포천시 영북면 산정호수로 322길 28,https://smartstore.naver.com/sooldoga,315000000,1,1,4,1
535,율무 동동주,탁주,율무,"쌀, 누룩, 효모, 율무, 정제수",14,750,,,드라이|진한맛|무감미료,"경기도 최북단 DMZ의 민통선에 위치한 연천양조장에서 연천 고래실논에서 재배되는 연천쌀과 누룩, 열천에서 재배된 율무로 빚은 알콜올 15%의 고순도 막걸리입니다. 연천은 우리나라 율무 생산량이 70% 인 주산지로서 두루미가 DMZ 산비탈의 율무를 먹고 겨울을 날 정도로 유명합니다. 술빚기가 까다로운 율무는 잘 불려서 가루로 낸 후, 설기떡으로 찐 후 한국식품연구원으 국산 우수 효모를 사용하여 맛과 향이 은은하게 올라오도록 한달 동안 상온 발효를 진행하여 물을 섞지 않고 걸쭉하게 걸러진 진땡이 막걸리입니다.","라이트한 아이보리 컬러. 코를 대면 새콤한 사과향과 고운 누룩향이 서서히 올라옵니다. 도드라진 산미에서 시작해서 가벼운 청량감을 지나 마지막에는 드라이한 맛이 입속 천장을 치고 갑니다. 물리지 않는 적은 단맛이 매력적이지만 쌀이 주는 담백한 맛이 드라이함을 잘 감싸줍니다. 일반적인 한식 밥상에 잘 어울리는 술이며, 알콜올 도수가 14%로 일반 막걸리의 2배가 넘는 만큼 한여름에는 얼음을 넣어 온더록스로 한잔해도 충분히 제 역할을 하는 제품입니다.",농업회사법인 연천양조㈜,경기도 연천군 마산면 청정로 1738번길 15,https://ksool88.modoo.at/?NaPm=ct%3Dkj7xdaia%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D7a2095c72e4d037a16692c63a0a54b00c1b9f400,031-833-3775,1,3,2,4
536,은자골 생 탁배기,탁주,쌀,"백미, 소맥분, 정제수, 전분당, 국, 누룩, 효소, 아스파탐",5,750,2016 대한민국 우리술품평회 생막걸리 대상,2016 찾아가는 양조장,,"은척 양조장의 생 탁배기는 상주지역 햇 상주삼백쌀과 전통누룩을 원료로 하여 빚은 막걸리로, 쌀 막걸리 특유의 부드러운 목넘김을 가지고 있으며 청량감이 일품인 막걸리다.",,은척양조장,경북 상주시 은척면 봉중2길 16-4,https://takbaeki.modoo.at/,054-541-6409,5,3,2,4
537,의림소주,증류주,쌀,쌀,40,700,2013 대한민국우리술품평회 장려상 (증류식소주 부문),,,독특한 향과 깨끗한 맛을 내기 위하여 100% 국내산 쌀을 발효시켜 최신공법인 감압증류방식으로 빚어냈다. 탄내를 제거시킨 향긋한 쌀향이 그윽하며 깨끗하고 깔끔한 맛과 향을 내는 증류식소주이다.,"제천 한우구이, 송어회 육류와 생선회는 증류주의 깔끔한 맛과 잘 어울리는 음식인데, 제천에서 생산된 음식과 술을 한자리에서 즐길 수 있다면 금상첨화라 하겠다. 제천 한우와 송어회는 충북제천의 특산물로, 제천 한우는 고지대의 맑고 청정한 환경 속에서 자라 신선한 육질을 자랑하고, 송어는 육질이 단백하고 고소하며 쫄깃한 맛이 일품이다.",제천한약(영),충북 제천시 봉양읍 원박리 276,www.jcmedi.com,043-642-9000,1,1,2,1
538,이담,리큐르/기타주류,배,"쌀, 배",55,700,"2012 대한민국우리술품평회 최우수상 (기타주류 부문), 2013 대한민국우리술품평회 우수상 (기타주류 부문)",,과일류,"이담(梨 )은 국내산 쌀과 배를 이용하여 정성스레 담가 증류하여 장기간 숙성한 55도의 고도주이다. 배의 향과 맛을 느낄 수 있으며, 자칫 날카로워질 수 있는 고도주의 풍미를 부드럽게 감싸주고, 한결 은은하면서도 그윽이 퍼지는 배의 향으로 고도주의 증류주를 편안히 즐길 수 있다.",꽃등심구이고기의 결이 부드럽고 연한 꽃등심구이는 맛이 담백하고 고소한데 고도주인 이담의 날카로운 첫맛을 부드럽게 해주고 음식에 양념이 없으므로 이담 본연의 술맛을 즐기기에 좋은 음식이다.,배혜정도가,경기도 화성시 정남면 서봉로 835,http://www.baedoga.co.kr/,031-354-9376,3,2,2,4
539,이도 22,증류주,쌀,쌀,22,375,,,선물,"이도는 친환경 유기농 우리쌀 100%에 농촌진흥청 특허 출원 된 우리땅 순수 토종 효모를 사용하여 빚은 지역 특산 증류식 전통 소주다. 세종대왕의 이름과 같은 ""이도""는 20년간 전통주의 길을 고집한 경기도 장인의 정신으로 완성됐다. 2016년 우리술 품평회 대상을 받아 맛으로도 인정된 이도는 그 부드러운 맛과 깊은 풍미가 특징이다. 이도 22는 세종대왕 ""이도""가 22세의 나이로 즉위함을 기려 빚은 술이다.",삼겹살 등 육류와 잘 어울린다.,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,043-218-7689,2,1,4,3
540,이동 생 쌀 막걸리,탁주,쌀,"정제수, 백미, 팽화미, 입국, 아스파탐",6,750,,,탄산,"포천의 이동주조는 군사지역인 탓에 군인들이 거주하는 경우가 많았는데, 이들이 제대한 후에도 이동막걸리를 잊지 못해 찾아오며 이름을 알리기 시작했습니다. 60년 역사의 이동주조는 포천 이동면의 ""물 맛 에 반해 막걸리를 빚기 시작했는데, 술 빚는 사람의 마음자세가 가장 중요하다는 가르침이 내려오고 있어 사장을 비롯한 전체 직원이 이슬이 맺히는 새벽부터 술을 빚기 시작합니다.",쌀과 쌀 누룩을 이용해 막걸리 빛이 희고 팽화미 특유의 고소한 맛과 향미가 있는 것이 특징입니다. 적절한 산미가 음식맛을 도드라지게 합니다. 갈비찜과 어울립니다.,이동주조,경기도 포천시 이동면 화동로 2466,http://edongricewine.modoo.at/,031-535-2800,2,3,3,3
541,이상헌 소주,증류주,쌀,증류소주원액,52,500,,,,"이상헌 탁주 19%, 약주 18%를 상압증류 방식으로 증류했다. 3년이상 숙성해 부드러움이 느껴지며 깔끔한 맛 뒤에 은은한 민트향과 씁쓸한 맛이 난다. 황국이 주종을 이룬 누룩만을 엄선하여 백여일간 발효하고, 증류시 나오는 초류와 후류는 사용하지 않는다.",육포,농업회사법인 이가수불㈜,충남 아산시 도고면 기곡로 77번길 30-7,https://smartstore.naver.com/leegasubul,041-543-2348,1,0,2,4
542,이상헌 약주,"약주, 청주",쌀,"쌀, 국, 정제수",18,500,,,진한맛|무감미료,"이상헌 약주`는 충남 아산에서 재배된 `아산 맑은쌀`과 제조사 이가수불에서 직접 만든 국내산밀누룩, 그리고 물만으로 빚은 약주입니다. 순수 띄운 이가수불의 누룩 중 황국이 주종을 이룬 누룩만을 엄선하여 백여일간 발효하여 빚어냅니다. 발효된 술의 정수만을 이끌어낸 황금빛 프리미엄 약주입니다. 전 공정이 수작업으로 이루어져 하루 200병만 한정생산하고 있습니다.","묵직하지만 결코 부담스럽지 않는 맛. 진한 곡물의 향이 있지만, 단맛과, 신맛 등 맛의 조화가 잘 이뤄졌습니다. 알코올 도수가 18도나 되지만, 실질적으로는 고급술이 주는 부드러움도 가지고 있습니다. 묵직한 곡물의 맛이 느껴지고 목 넘김이 좋아 홀짝홀짝 마시게 됩니다. 조개탕이나 꼬막무침과 마시기 좋습니다.",이가수불,충남 아산시 도고면 기곡로 77번길 30-7,http://www.subulkorea.com/,041-543-2348,2,1,3,4
543,이천쌀생막걸리,탁주,쌀,쌀,6,"750, 1,500",2011 대한민국우리술품평회 장려상 (생막걸리 부문),,,내륙 중앙에 위치한 이천은 분지형 지형으로 일교차가 크고 일조량이 많아 임금님진상미로 유명한 국내제일의 쌀 생산지역이다. 이천쌀생막걸리는 100% 이천쌀을 원료로 사용하고 술덧은 물론 밑술까지 저온장기숙성하여 풍부한 영양과 탄산의 맛이 어우러져 깊은 맛과 향이 있는 막걸리이다.,두부김치 두부김치는 완전히 익은 김치로 만들어야 제 맛을 느낄 수 있는데 잘 익은 김치의 깊은 맛과 담백한 두부가 이천쌀생막걸리 깊은 맛과 탄산의 맛을 더욱 돋보이게 한다.,오성주조장,경기 이천시 단월로28번길 3,,031-633-5864,5,2,2,3
544,이화백주 순탁주,탁주,쌀,"정제수, 쌀, 누룩, 설탕, 물엿, 밀, 아스파탐",6,940,"2019대한민국주류대상, 2017년 공식건배주선정",,파티|홈술|탄산|혼술,국내산 햅쌀 100%와 전통누룩으로 빚어 15일간 저온에서 자연 발효했다. 첨가물을 넣지 않고 전통방식으로 빚어 부드러우면서도 풍미가 뛰어나다. 탄산의 경쾌함과 레몬 맛과 같은 시트러스 계열의 맛과 향이 느껴진다.,"갈비찜, 해물파전, 보쌈, 족발",이화백주,경상남도 양산시 상북면 상삼리 389,https://www.facebook.com/ehwayangzo/,055-375-5677,3,2,2,4
545,이화주,탁주,쌀,"쌀, 누룩, 정제수",8,100,,2017 찾아가는 양조장,고문헌|무감미료|소용량,한 숟 떠서 오물오물 머금는 독특하고 이색적인 막걸리인 이화주. 쫀득쫀득한 요거트를 연상시키는 술로 떠먹거나 물에 타서 마시는 등 기호에 따라 먹는 재미가 있습니다. 배꽃이 필 무렵에 빚는 술이라는 이름이 붙여진 이 이화주는 고려시대부터 전해져 내려오는 전통주로 양반가에서 마시던 귀한 술입니다. 전통쌀 누룩을 사용하여 새콤달콤 유기산과 효모의 맛이 그대로 살아있는 그 특유의 맛이 참 좋은 전통주입니다.,"매우 달콤하고 쌀의 부드러운 곡물맛이 좋으며, 떠먹는 술이기에 탄산에 의한 청량미는 적지만 부드러운 크림을 먹는 듯합니다. 특별한 안주가 필요 없이 먹을 수 있지만 디저트 술로 매우 적당합니다.",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://www.sulseam.com,070-4218-5225,4,2,5,3
